Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BG3,NO,14/01/2011 09:15,26.00000,ug m-3,R
BG3,NO,14/01/2011 09:30,26.00000,ug m-3,R
BG3,NO,14/01/2011 09:45,27.20000,ug m-3,R
BG3,NO,14/01/2011 10:00,56.60000,ug m-3,R
BG3,NO,14/01/2011 10:15,43.60000,ug m-3,R
BG3,NO,14/01/2011 10:30,36.60000,ug m-3,R
BG3,NO,14/01/2011 10:45,25.30000,ug m-3,R
BG3,NO,14/01/2011 11:00,24.90000,ug m-3,R
BG3,NO,14/01/2011 11:15,31.10000,ug m-3,R
BG3,NO,14/01/2011 11:30,25.30000,ug m-3,R
BG3,NO,14/01/2011 11:45,34.10000,ug m-3,R
BG3,NO,14/01/2011 12:00,24.60000,ug m-3,R
BG3,NO,14/01/2011 12:15,35.30000,ug m-3,R
BG3,NO,14/01/2011 12:30,32.90000,ug m-3,R
BG3,NO,14/01/2011 12:45,27.50000,ug m-3,R
BG3,NO,14/01/2011 13:00,23.60000,ug m-3,R
BG3,NO,14/01/2011 13:15,26.00000,ug m-3,R
BG3,NO,14/01/2011 13:30,24.70000,ug m-3,R
BG3,NO,14/01/2011 13:45,26.50000,ug m-3,R
BG3,NO,14/01/2011 14:00,26.80000,ug m-3,R
BG3,NO,14/01/2011 14:15,26.40000,ug m-3,R
BG3,NO,14/01/2011 14:30,23.30000,ug m-3,R
BG3,NO,14/01/2011 14:45,35.20000,ug m-3,R
BG3,NO,14/01/2011 15:00,28.50000,ug m-3,R
BG3,NO,14/01/2011 15:15,38.80000,ug m-3,R
BG3,NO,14/01/2011 15:30,23.50000,ug m-3,R
BG3,NO,14/01/2011 15:45,15.90000,ug m-3,R
BG3,NO,14/01/2011 16:00,28.70000,ug m-3,R
BG3,NO,14/01/2011 16:15,15.30000,ug m-3,R
BG3,NO,14/01/2011 16:30,25.30000,ug m-3,R
BG3,NO,14/01/2011 16:45,56.30000,ug m-3,R
BG3,NO,14/01/2011 17:00,98.90000,ug m-3,R
BG3,NO,14/01/2011 17:15,76.00000,ug m-3,R
BG3,NO,14/01/2011 17:30,54.30000,ug m-3,R
BG3,NO,14/01/2011 17:45,57.50000,ug m-3,R
BG3,NO,14/01/2011 18:00,59.50000,ug m-3,R
BG3,NO,14/01/2011 18:15,38.40000,ug m-3,R
BG3,NO,14/01/2011 18:30,27.20000,ug m-3,R
BG3,NO,14/01/2011 18:45,26.80000,ug m-3,R
BG3,NO,14/01/2011 19:00,54.50000,ug m-3,R
BG3,NO,14/01/2011 19:15,36.60000,ug m-3,R
BG3,NO,14/01/2011 19:30,35.40000,ug m-3,R
BG3,NO,14/01/2011 19:45,23.20000,ug m-3,R
BG3,NO,14/01/2011 20:00,14.20000,ug m-3,R
BG3,NO,14/01/2011 20:15,26.90000,ug m-3,R
BG3,NO,14/01/2011 20:30,13.20000,ug m-3,R
BG3,NO,14/01/2011 20:45,13.20000,ug m-3,R
BG3,NO,14/01/2011 21:00,11.30000,ug m-3,R
BG3,NO,14/01/2011 21:15,11.00000,ug m-3,R
BG3,NO,14/01/2011 21:30,9.80000,ug m-3,R
BG3,NO,14/01/2011 21:45,11.70000,ug m-3,R
BG3,NO,14/01/2011 22:00,,ug m-3,R
BG3,NO,14/01/2011 22:15,,ug m-3,R
BG3,NO,14/01/2011 22:30,,ug m-3,R
BG3,NO,14/01/2011 22:45,,ug m-3,R
BG3,NO,14/01/2011 23:00,16.30000,ug m-3,R
BG3,NO,14/01/2011 23:15,12.10000,ug m-3,R
BG3,NO,14/01/2011 23:30,12.20000,ug m-3,R
BG3,NO,14/01/2011 23:45,14.90000,ug m-3,R
BG3,NO,15/01/2011 00:00,8.20000,ug m-3,R
BG3,NO,15/01/2011 00:15,7.50000,ug m-3,R
BG3,NO,15/01/2011 00:30,15.70000,ug m-3,R
BG3,NO,15/01/2011 00:45,,ug m-3,R
BG3,NO,15/01/2011 01:00,,ug m-3,R
BG3,NO,15/01/2011 01:15,16.70000,ug m-3,R
BG3,NO,15/01/2011 01:30,7.10000,ug m-3,R
BG3,NO,15/01/2011 01:45,7.20000,ug m-3,R
BG3,NO,15/01/2011 02:00,4.30000,ug m-3,R
BG3,NO,15/01/2011 02:15,3.50000,ug m-3,R
BG3,NO,15/01/2011 02:30,4.50000,ug m-3,R
BG3,NO,15/01/2011 02:45,3.10000,ug m-3,R
BG3,NO,15/01/2011 03:00,9.20000,ug m-3,R
BG3,NO,15/01/2011 03:15,7.70000,ug m-3,R
BG3,NO,15/01/2011 03:30,3.60000,ug m-3,R
BG3,NO,15/01/2011 03:45,3.20000,ug m-3,R
BG3,NO,15/01/2011 04:00,3.20000,ug m-3,R
BG3,NO,15/01/2011 04:15,3.40000,ug m-3,R
BG3,NO,15/01/2011 04:30,2.50000,ug m-3,R
BG3,NO,15/01/2011 04:45,3.20000,ug m-3,R
BG3,NO,15/01/2011 05:00,5.30000,ug m-3,R
BG3,NO,15/01/2011 05:15,3.40000,ug m-3,R
BG3,NO,15/01/2011 05:30,6.70000,ug m-3,R
BG3,NO,15/01/2011 05:45,4.70000,ug m-3,R
BG3,NO,15/01/2011 06:00,5.30000,ug m-3,R
BG3,NO,15/01/2011 06:15,8.90000,ug m-3,R
BG3,NO,15/01/2011 06:30,11.00000,ug m-3,R
BG3,NO,15/01/2011 06:45,10.00000,ug m-3,R
BG3,NO,15/01/2011 07:00,8.90000,ug m-3,R
BG3,NO,15/01/2011 07:15,11.30000,ug m-3,R
BG3,NO,15/01/2011 07:30,14.20000,ug m-3,R
BG3,NO,15/01/2011 07:45,15.50000,ug m-3,R
BG3,NO,15/01/2011 08:00,13.10000,ug m-3,R
BG3,NO,15/01/2011 08:15,9.20000,ug m-3,R
BG3,NO,15/01/2011 08:30,11.40000,ug m-3,R
BG3,NO,15/01/2011 08:45,12.50000,ug m-3,R
BG3,NO,15/01/2011 09:00,10.10000,ug m-3,R
BG3,NO,15/01/2011 09:15,24.70000,ug m-3,R
BG3,NO,15/01/2011 09:30,19.30000,ug m-3,R
BG3,NO,15/01/2011 09:45,16.50000,ug m-3,R
BG3,NO,15/01/2011 10:00,16.10000,ug m-3,R
BG3,NO,15/01/2011 10:15,12.50000,ug m-3,R
BG3,NO,15/01/2011 10:30,20.40000,ug m-3,R
BG3,NO,15/01/2011 10:45,13.90000,ug m-3,R
BG3,NO,15/01/2011 11:00,12.50000,ug m-3,R
BG3,NO,15/01/2011 11:15,13.50000,ug m-3,R
BG3,NO,15/01/2011 11:30,17.20000,ug m-3,R
BG3,NO,15/01/2011 11:45,21.60000,ug m-3,R
BG3,NO,15/01/2011 12:00,15.70000,ug m-3,R
BG3,NO,15/01/2011 12:15,19.40000,ug m-3,R
BG3,NO,15/01/2011 12:30,11.90000,ug m-3,R
BG3,NO,15/01/2011 12:45,15.80000,ug m-3,R
BG3,NO,15/01/2011 13:00,14.00000,ug m-3,R
BG3,NO,15/01/2011 13:15,23.00000,ug m-3,R
BG3,NO,15/01/2011 13:30,19.10000,ug m-3,R
BG3,NO,15/01/2011 13:45,25.10000,ug m-3,R
BG3,NO,15/01/2011 14:00,22.00000,ug m-3,R
BG3,NO,15/01/2011 14:15,23.80000,ug m-3,R
BG3,NO,15/01/2011 14:30,25.60000,ug m-3,R
BG3,NO,15/01/2011 14:45,31.60000,ug m-3,R
BG3,NO,15/01/2011 15:00,21.20000,ug m-3,R
BG3,NO,15/01/2011 15:15,24.10000,ug m-3,R
BG3,NO,15/01/2011 15:30,37.70000,ug m-3,R
BG3,NO,15/01/2011 15:45,34.80000,ug m-3,R
BG3,NO,15/01/2011 16:00,24.90000,ug m-3,R
BG3,NO,15/01/2011 16:15,29.50000,ug m-3,R
BG3,NO,15/01/2011 16:30,40.00000,ug m-3,R
BG3,NO,15/01/2011 16:45,31.20000,ug m-3,R
BG3,NO,15/01/2011 17:00,38.60000,ug m-3,R
BG3,NO,15/01/2011 17:15,29.80000,ug m-3,R
BG3,NO,15/01/2011 17:30,20.50000,ug m-3,R
BG3,NO,15/01/2011 17:45,22.60000,ug m-3,R
BG3,NO,15/01/2011 18:00,19.30000,ug m-3,R
BG3,NO,15/01/2011 18:15,19.50000,ug m-3,R
BG3,NO,15/01/2011 18:30,28.00000,ug m-3,R
BG3,NO,15/01/2011 18:45,34.80000,ug m-3,R
BG3,NO,15/01/2011 19:00,30.60000,ug m-3,R
BG3,NO,15/01/2011 19:15,23.80000,ug m-3,R
BG3,NO,15/01/2011 19:30,24.00000,ug m-3,R
BG3,NO,15/01/2011 19:45,26.90000,ug m-3,R
BG3,NO,15/01/2011 20:00,22.70000,ug m-3,R
BG3,NO,15/01/2011 20:15,18.30000,ug m-3,R
BG3,NO,15/01/2011 20:30,33.10000,ug m-3,R
BG3,NO,15/01/2011 20:45,25.60000,ug m-3,R
BG3,NO,15/01/2011 21:00,18.80000,ug m-3,R
BG3,NO,15/01/2011 21:15,18.30000,ug m-3,R
BG3,NO,15/01/2011 21:30,15.00000,ug m-3,R
BG3,NO,15/01/2011 21:45,16.90000,ug m-3,R
BG3,NO,15/01/2011 22:00,15.10000,ug m-3,R
BG3,NO,15/01/2011 22:15,23.00000,ug m-3,R
BG3,NO,15/01/2011 22:30,15.60000,ug m-3,R
BG3,NO,15/01/2011 22:45,11.50000,ug m-3,R
BG3,NO,15/01/2011 23:00,15.10000,ug m-3,R
BG3,NO,15/01/2011 23:15,12.90000,ug m-3,R
BG3,NO,15/01/2011 23:30,11.60000,ug m-3,R
BG3,NO,15/01/2011 23:45,16.80000,ug m-3,R
BG3,NO,16/01/2011 00:00,10.50000,ug m-3,R
BG3,NO,16/01/2011 00:15,9.70000,ug m-3,R
BG3,NO,16/01/2011 00:30,8.90000,ug m-3,R
BG3,NO,16/01/2011 00:45,,ug m-3,R
BG3,NO,16/01/2011 01:00,,ug m-3,R
BG3,NO,16/01/2011 01:15,11.40000,ug m-3,R
BG3,NO,16/01/2011 01:30,4.30000,ug m-3,R
BG3,NO,16/01/2011 01:45,7.10000,ug m-3,R
BG3,NO,16/01/2011 02:00,1.10000,ug m-3,R
BG3,NO,16/01/2011 02:15,2.50000,ug m-3,R
BG3,NO,16/01/2011 02:30,3.20000,ug m-3,R
BG3,NO,16/01/2011 02:45,2.10000,ug m-3,R
BG3,NO,16/01/2011 03:00,2.80000,ug m-3,R
BG3,NO,16/01/2011 03:15,2.50000,ug m-3,R
BG3,NO,16/01/2011 03:30,2.60000,ug m-3,R
BG3,NO,16/01/2011 03:45,4.10000,ug m-3,R
BG3,NO,16/01/2011 04:00,2.20000,ug m-3,R
BG3,NO,16/01/2011 04:15,5.90000,ug m-3,R
BG3,NO,16/01/2011 04:30,3.20000,ug m-3,R
BG3,NO,16/01/2011 04:45,5.80000,ug m-3,R
BG3,NO,16/01/2011 05:00,3.20000,ug m-3,R
BG3,NO,16/01/2011 05:15,2.50000,ug m-3,R
BG3,NO,16/01/2011 05:30,3.20000,ug m-3,R
BG3,NO,16/01/2011 05:45,3.90000,ug m-3,R
BG3,NO,16/01/2011 06:00,2.80000,ug m-3,R
BG3,NO,16/01/2011 06:15,5.20000,ug m-3,R
BG3,NO,16/01/2011 06:30,11.60000,ug m-3,R
BG3,NO,16/01/2011 06:45,10.40000,ug m-3,R
BG3,NO,16/01/2011 07:00,8.00000,ug m-3,R
BG3,NO,16/01/2011 07:15,5.00000,ug m-3,R
BG3,NO,16/01/2011 07:30,7.30000,ug m-3,R
BG3,NO,16/01/2011 07:45,7.90000,ug m-3,R
BG3,NO,16/01/2011 08:00,6.80000,ug m-3,R
BG3,NO,16/01/2011 08:15,7.70000,ug m-3,R
BG3,NO,16/01/2011 08:30,10.50000,ug m-3,R
BG3,NO,16/01/2011 08:45,12.60000,ug m-3,R
BG3,NO,16/01/2011 09:00,13.80000,ug m-3,R
BG3,NO,16/01/2011 09:15,11.20000,ug m-3,R
BG3,NO,16/01/2011 09:30,10.20000,ug m-3,R
BG3,NO,16/01/2011 09:45,16.60000,ug m-3,R
BG3,NO,16/01/2011 10:00,13.80000,ug m-3,R
BG3,NO,16/01/2011 10:15,20.30000,ug m-3,R
BG3,NO,16/01/2011 10:30,23.10000,ug m-3,R
BG3,NO,16/01/2011 10:45,19.80000,ug m-3,R
BG3,NO,16/01/2011 11:00,18.00000,ug m-3,R
BG3,NO,16/01/2011 11:15,17.70000,ug m-3,R
BG3,NO,16/01/2011 11:30,15.30000,ug m-3,R
BG3,NO,16/01/2011 11:45,15.90000,ug m-3,R
BG3,NO,16/01/2011 12:00,15.90000,ug m-3,R
BG3,NO,16/01/2011 12:15,20.90000,ug m-3,R
BG3,NO,16/01/2011 12:30,22.70000,ug m-3,R
BG3,NO,16/01/2011 12:45,18.40000,ug m-3,R
BG3,NO,16/01/2011 13:00,18.70000,ug m-3,R
BG3,NO,16/01/2011 13:15,23.00000,ug m-3,R
BG3,NO,16/01/2011 13:30,19.90000,ug m-3,R
BG3,NO,16/01/2011 13:45,15.20000,ug m-3,R
BG3,NO,16/01/2011 14:00,24.90000,ug m-3,R
BG3,NO,16/01/2011 14:15,24.70000,ug m-3,R
BG3,NO,16/01/2011 14:30,22.10000,ug m-3,R
BG3,NO,16/01/2011 14:45,26.70000,ug m-3,R
BG3,NO,16/01/2011 15:00,24.10000,ug m-3,R
BG3,NO,16/01/2011 15:15,21.60000,ug m-3,R
BG3,NO,16/01/2011 15:30,22.40000,ug m-3,R
BG3,NO,16/01/2011 15:45,28.10000,ug m-3,R
BG3,NO,16/01/2011 16:00,30.30000,ug m-3,R
BG3,NO,16/01/2011 16:15,24.50000,ug m-3,R
BG3,NO,16/01/2011 16:30,21.00000,ug m-3,R
BG3,NO,16/01/2011 16:45,,ug m-3,R
BG3,NO,16/01/2011 17:00,23.50000,ug m-3,R
BG3,NO,16/01/2011 17:15,24.20000,ug m-3,R
BG3,NO,16/01/2011 17:30,26.10000,ug m-3,R
BG3,NO,16/01/2011 17:45,27.00000,ug m-3,R
BG3,NO,16/01/2011 18:00,28.10000,ug m-3,R
BG3,NO,16/01/2011 18:15,27.00000,ug m-3,R
BG3,NO,16/01/2011 18:30,23.40000,ug m-3,R
BG3,NO,16/01/2011 18:45,23.50000,ug m-3,R
BG3,NO,16/01/2011 19:00,29.00000,ug m-3,R
BG3,NO,16/01/2011 19:15,26.80000,ug m-3,R
BG3,NO,16/01/2011 19:30,40.00000,ug m-3,R
BG3,NO,16/01/2011 19:45,15.50000,ug m-3,R
BG3,NO,16/01/2011 20:00,26.70000,ug m-3,R
BG3,NO,16/01/2011 20:15,26.30000,ug m-3,R
BG3,NO,16/01/2011 20:30,16.30000,ug m-3,R
BG3,NO,16/01/2011 20:45,25.40000,ug m-3,R
BG3,NO,16/01/2011 21:00,20.60000,ug m-3,R
BG3,NO,16/01/2011 21:15,22.50000,ug m-3,R
BG3,NO,16/01/2011 21:30,22.70000,ug m-3,R
BG3,NO,16/01/2011 21:45,13.70000,ug m-3,R
BG3,NO,16/01/2011 22:00,17.10000,ug m-3,R
BG3,NO,16/01/2011 22:15,13.50000,ug m-3,R
BG3,NO,16/01/2011 22:30,16.10000,ug m-3,R
BG3,NO,16/01/2011 22:45,27.80000,ug m-3,R
BG3,NO,16/01/2011 23:00,13.90000,ug m-3,R
BG3,NO,16/01/2011 23:15,7.10000,ug m-3,R
BG3,NO,16/01/2011 23:30,2.90000,ug m-3,R
BG3,NO,16/01/2011 23:45,0.90000,ug m-3,R
BG3,NO,17/01/2011 00:00,5.20000,ug m-3,R
BG3,NO,17/01/2011 00:15,4.80000,ug m-3,R
BG3,NO,17/01/2011 00:30,3.80000,ug m-3,R
BG3,NO,17/01/2011 00:45,,ug m-3,R
BG3,NO,17/01/2011 01:00,,ug m-3,R
BG3,NO,17/01/2011 01:15,13.40000,ug m-3,R
BG3,NO,17/01/2011 01:30,15.90000,ug m-3,R
BG3,NO,17/01/2011 01:45,14.80000,ug m-3,R
BG3,NO,17/01/2011 02:00,8.50000,ug m-3,R
BG3,NO,17/01/2011 02:15,16.00000,ug m-3,R
BG3,NO,17/01/2011 02:30,24.90000,ug m-3,R
BG3,NO,17/01/2011 02:45,21.00000,ug m-3,R
BG3,NO,17/01/2011 03:00,50.60000,ug m-3,R
BG3,NO,17/01/2011 03:15,25.40000,ug m-3,R
BG3,NO,17/01/2011 03:30,20.70000,ug m-3,R
BG3,NO,17/01/2011 03:45,48.10000,ug m-3,R
BG3,NO,17/01/2011 04:00,51.80000,ug m-3,R
BG3,NO,17/01/2011 04:15,20.70000,ug m-3,R
BG3,NO,17/01/2011 04:30,27.60000,ug m-3,R
BG3,NO,17/01/2011 04:45,17.80000,ug m-3,R
BG3,NO,17/01/2011 05:00,26.50000,ug m-3,R
BG3,NO,17/01/2011 05:15,21.70000,ug m-3,R
BG3,NO,17/01/2011 05:30,64.20000,ug m-3,R
BG3,NO,17/01/2011 05:45,74.00000,ug m-3,R
BG3,NO,17/01/2011 06:00,69.00000,ug m-3,R
BG3,NO,17/01/2011 06:15,100.10000,ug m-3,R
BG3,NO,17/01/2011 06:30,62.80000,ug m-3,R
BG3,NO,17/01/2011 06:45,58.30000,ug m-3,R
BG3,NO,17/01/2011 07:00,41.50000,ug m-3,R
BG3,NO,17/01/2011 07:15,126.70000,ug m-3,R
BG3,NO,17/01/2011 07:30,134.20000,ug m-3,R
BG3,NO,17/01/2011 07:45,123.50000,ug m-3,R
BG3,NO,17/01/2011 08:00,106.50000,ug m-3,R
BG3,NO,17/01/2011 08:15,144.70000,ug m-3,R
BG3,NO,17/01/2011 08:30,132.39999,ug m-3,R
BG3,NO,17/01/2011 08:45,121.70000,ug m-3,R
BG3,NO,17/01/2011 09:00,81.40000,ug m-3,R
BG3,NO,17/01/2011 09:15,59.70000,ug m-3,R
BG3,NO,17/01/2011 09:30,51.40000,ug m-3,R
BG3,NO,17/01/2011 09:45,49.30000,ug m-3,R
BG3,NO,17/01/2011 10:00,49.90000,ug m-3,R
BG3,NO,17/01/2011 10:15,26.20000,ug m-3,R
BG3,NO,17/01/2011 10:30,11.80000,ug m-3,R
BG3,NO,17/01/2011 10:45,10.40000,ug m-3,R
BG3,NO,17/01/2011 11:00,8.60000,ug m-3,R
BG3,NO,17/01/2011 11:15,12.90000,ug m-3,R
BG3,NO,17/01/2011 11:30,13.90000,ug m-3,R
BG3,NO,17/01/2011 11:45,17.40000,ug m-3,R
BG3,NO,17/01/2011 12:00,5.20000,ug m-3,R
BG3,NO,17/01/2011 12:15,8.50000,ug m-3,R
BG3,NO,17/01/2011 12:30,7.80000,ug m-3,R
BG3,NO,17/01/2011 12:45,17.80000,ug m-3,R
BG3,NO,17/01/2011 13:00,7.80000,ug m-3,R
BG3,NO,17/01/2011 13:15,8.20000,ug m-3,R
BG3,NO,17/01/2011 13:30,7.70000,ug m-3,R
BG3,NO,17/01/2011 13:45,11.40000,ug m-3,R
BG3,NO,17/01/2011 14:00,7.10000,ug m-3,R
BG3,NO,17/01/2011 14:15,18.30000,ug m-3,R
BG3,NO,17/01/2011 14:30,15.30000,ug m-3,R
BG3,NO,17/01/2011 14:45,19.80000,ug m-3,R
BG3,NO,17/01/2011 15:00,58.00000,ug m-3,R
BG3,NO,17/01/2011 15:15,53.20000,ug m-3,R
BG3,NO,17/01/2011 15:30,78.80000,ug m-3,R
BG3,NO,17/01/2011 15:45,34.80000,ug m-3,R
BG3,NO,17/01/2011 16:00,13.80000,ug m-3,R
BG3,NO,17/01/2011 16:15,28.10000,ug m-3,R
BG3,NO,17/01/2011 16:30,25.40000,ug m-3,R
BG3,NO,17/01/2011 16:45,36.00000,ug m-3,R
BG3,NO,17/01/2011 17:00,50.10000,ug m-3,R
BG3,NO,17/01/2011 17:15,34.90000,ug m-3,R
BG3,NO,17/01/2011 17:30,123.60000,ug m-3,R
BG3,NO,17/01/2011 17:45,115.60000,ug m-3,R
BG3,NO,17/01/2011 18:00,107.30000,ug m-3,R
BG3,NO,17/01/2011 18:15,138.39999,ug m-3,R
BG3,NO,17/01/2011 18:30,160.80000,ug m-3,R
BG3,NO,17/01/2011 18:45,138.30000,ug m-3,R
BG3,NO,17/01/2011 19:00,72.70000,ug m-3,R
BG3,NO,17/01/2011 19:15,57.10000,ug m-3,R
BG3,NO,17/01/2011 19:30,98.00000,ug m-3,R
BG3,NO,17/01/2011 19:45,110.10000,ug m-3,R
BG3,NO,17/01/2011 20:00,130.80000,ug m-3,R
BG3,NO,17/01/2011 20:15,70.90000,ug m-3,R
BG3,NO,17/01/2011 20:30,48.30000,ug m-3,R
BG3,NO,17/01/2011 20:45,19.00000,ug m-3,R
BG3,NO,17/01/2011 21:00,73.90000,ug m-3,R
BG3,NO,17/01/2011 21:15,76.40000,ug m-3,R
BG3,NO,17/01/2011 21:30,51.20000,ug m-3,R
BG3,NO,17/01/2011 21:45,29.90000,ug m-3,R
BG3,NO,17/01/2011 22:00,39.60000,ug m-3,R
BG3,NO,17/01/2011 22:15,44.00000,ug m-3,R
BG3,NO,17/01/2011 22:30,9.00000,ug m-3,R
BG3,NO,17/01/2011 22:45,7.10000,ug m-3,R
BG3,NO,17/01/2011 23:00,36.80000,ug m-3,R
BG3,NO,17/01/2011 23:15,7.40000,ug m-3,R
BG3,NO,17/01/2011 23:30,7.80000,ug m-3,R
BG3,NO,17/01/2011 23:45,8.90000,ug m-3,R
BG3,NO,18/01/2011 00:00,8.20000,ug m-3,R
BG3,NO,18/01/2011 00:15,5.40000,ug m-3,R
BG3,NO,18/01/2011 00:30,3.40000,ug m-3,R
BG3,NO,18/01/2011 00:45,,ug m-3,R
BG3,NO,18/01/2011 01:00,,ug m-3,R
BG3,NO,18/01/2011 01:15,2.10000,ug m-3,R
BG3,NO,18/01/2011 01:30,1.30000,ug m-3,R
BG3,NO,18/01/2011 01:45,6.30000,ug m-3,R
BG3,NO,18/01/2011 02:00,0.40000,ug m-3,R
BG3,NO,18/01/2011 02:15,0.20000,ug m-3,R
BG3,NO,18/01/2011 02:30,1.10000,ug m-3,R
BG3,NO,18/01/2011 02:45,-0.50000,ug m-3,R
BG3,NO,18/01/2011 03:00,0.20000,ug m-3,R
BG3,NO,18/01/2011 03:15,0.30000,ug m-3,R
BG3,NO,18/01/2011 03:30,0.20000,ug m-3,R
BG3,NO,18/01/2011 03:45,0.40000,ug m-3,R
BG3,NO,18/01/2011 04:00,1.00000,ug m-3,R
BG3,NO,18/01/2011 04:15,0.60000,ug m-3,R
BG3,NO,18/01/2011 04:30,0.20000,ug m-3,R
BG3,NO,18/01/2011 04:45,2.00000,ug m-3,R
BG3,NO,18/01/2011 05:00,3.50000,ug m-3,R
BG3,NO,18/01/2011 05:15,3.90000,ug m-3,R
BG3,NO,18/01/2011 05:30,3.20000,ug m-3,R
BG3,NO,18/01/2011 05:45,2.80000,ug m-3,R
BG3,NO,18/01/2011 06:00,3.30000,ug m-3,R
BG3,NO,18/01/2011 06:15,15.00000,ug m-3,R
BG3,NO,18/01/2011 06:30,12.90000,ug m-3,R
BG3,NO,18/01/2011 06:45,13.00000,ug m-3,R
BG3,NO,18/01/2011 07:00,12.50000,ug m-3,R
BG3,NO,18/01/2011 07:15,16.60000,ug m-3,R
BG3,NO,18/01/2011 07:30,35.90000,ug m-3,R
BG3,NO,18/01/2011 07:45,35.60000,ug m-3,R
BG3,NO,18/01/2011 08:00,29.10000,ug m-3,R
BG3,NO,18/01/2011 08:15,19.40000,ug m-3,R
BG3,NO,18/01/2011 08:30,20.60000,ug m-3,R
BG3,NO,18/01/2011 08:45,29.80000,ug m-3,R
BG3,NO,18/01/2011 09:00,45.70000,ug m-3,R
BG3,NO,18/01/2011 09:15,38.50000,ug m-3,R
BG3,NO,18/01/2011 09:30,36.00000,ug m-3,R
BG3,NO,18/01/2011 09:45,41.00000,ug m-3,R
BG3,NO,18/01/2011 10:00,32.80000,ug m-3,R
BG3,NO,18/01/2011 10:15,36.10000,ug m-3,R
BG3,NO,18/01/2011 10:30,29.20000,ug m-3,R
BG3,NO,18/01/2011 10:45,28.00000,ug m-3,R
BG3,NO,18/01/2011 11:00,31.60000,ug m-3,R
BG3,NO,18/01/2011 11:15,16.10000,ug m-3,R
BG3,NO,18/01/2011 11:30,20.10000,ug m-3,R
BG3,NO,18/01/2011 11:45,19.10000,ug m-3,R
BG3,NO,18/01/2011 12:00,14.80000,ug m-3,R
BG3,NO,18/01/2011 12:15,20.20000,ug m-3,R
BG3,NO,18/01/2011 12:30,24.50000,ug m-3,R
BG3,NO,18/01/2011 12:45,18.10000,ug m-3,R
BG3,NO,18/01/2011 13:00,11.90000,ug m-3,R
BG3,NO,18/01/2011 13:15,10.90000,ug m-3,R
BG3,NO,18/01/2011 13:30,15.60000,ug m-3,R
BG3,NO,18/01/2011 13:45,12.70000,ug m-3,R
BG3,NO,18/01/2011 14:00,8.20000,ug m-3,R
BG3,NO,18/01/2011 14:15,11.20000,ug m-3,R
BG3,NO,18/01/2011 14:30,8.20000,ug m-3,R
BG3,NO,18/01/2011 14:45,11.90000,ug m-3,R
BG3,NO,18/01/2011 15:00,17.60000,ug m-3,R
BG3,NO,18/01/2011 15:15,22.60000,ug m-3,R
BG3,NO,18/01/2011 15:30,16.50000,ug m-3,R
BG3,NO,18/01/2011 15:45,14.00000,ug m-3,R
BG3,NO,18/01/2011 16:00,14.80000,ug m-3,R
BG3,NO,18/01/2011 16:15,10.20000,ug m-3,R
BG3,NO,18/01/2011 16:30,17.20000,ug m-3,R
BG3,NO,18/01/2011 16:45,34.60000,ug m-3,R
BG3,NO,18/01/2011 17:00,58.50000,ug m-3,R
BG3,NO,18/01/2011 17:15,45.20000,ug m-3,R
BG3,NO,18/01/2011 17:30,39.60000,ug m-3,R
BG3,NO,18/01/2011 17:45,49.80000,ug m-3,R
BG3,NO,18/01/2011 18:00,67.40000,ug m-3,R
BG3,NO,18/01/2011 18:15,70.00000,ug m-3,R
BG3,NO,18/01/2011 18:30,61.30000,ug m-3,R
BG3,NO,18/01/2011 18:45,64.30000,ug m-3,R
BG3,NO,18/01/2011 19:00,88.40000,ug m-3,R
BG3,NO,18/01/2011 19:15,87.30000,ug m-3,R
BG3,NO,18/01/2011 19:30,90.50000,ug m-3,R
BG3,NO,18/01/2011 19:45,69.90000,ug m-3,R
BG3,NO,18/01/2011 20:00,111.10000,ug m-3,R
BG3,NO,18/01/2011 20:15,124.80000,ug m-3,R
BG3,NO,18/01/2011 20:30,85.20000,ug m-3,R
BG3,NO,18/01/2011 20:45,61.00000,ug m-3,R
BG3,NO,18/01/2011 21:00,39.70000,ug m-3,R
BG3,NO,18/01/2011 21:15,47.60000,ug m-3,R
BG3,NO,18/01/2011 21:30,34.60000,ug m-3,R
BG3,NO,18/01/2011 21:45,60.30000,ug m-3,R
BG3,NO,18/01/2011 22:00,120.20000,ug m-3,R
BG3,NO,18/01/2011 22:15,174.60001,ug m-3,R
BG3,NO,18/01/2011 22:30,123.50000,ug m-3,R
BG3,NO,18/01/2011 22:45,100.40000,ug m-3,R
BG3,NO,18/01/2011 23:00,72.30000,ug m-3,R
BG3,NO,18/01/2011 23:15,40.00000,ug m-3,R
BG3,NO,18/01/2011 23:30,31.40000,ug m-3,R
BG3,NO,18/01/2011 23:45,13.10000,ug m-3,R
BG3,NO,19/01/2011 00:00,8.60000,ug m-3,R
BG3,NO,19/01/2011 00:15,5.70000,ug m-3,R
BG3,NO,19/01/2011 00:30,2.90000,ug m-3,R
BG3,NO,19/01/2011 00:45,,ug m-3,R
BG3,NO,19/01/2011 01:00,,ug m-3,R
BG3,NO,19/01/2011 01:15,6.10000,ug m-3,R
BG3,NO,19/01/2011 01:30,6.10000,ug m-3,R
BG3,NO,19/01/2011 01:45,5.20000,ug m-3,R
BG3,NO,19/01/2011 02:00,4.10000,ug m-3,R
